n_estimators,num_leaves,learning_rate,k,threshold,profit_1,max_drawdown_1,profit_0,max_drawdown_0
50,5,0.1,7,0.39999999999999997,0.7768880359836513,,-0.054544072938068844,-10.748291024413687
50,5,0.1,7,0.44999999999999996,0.5079619485795966,,-0.3234701603421235,-28.83636000561944
50,5,0.1,7,0.49999999999999994,0.3713421510953583,-28.999030208901917,-0.46008995782636186,
50,5,0.1,7,0.5499999999999999,0.4094653764181594,-15.43939056782361,-0.42196673250356076,
50,5,0.1,7,0.5999999999999999,0.04957252745178464,-11.452128894795832,-0.7818595814699355,
50,5,0.1,7,0.6499999999999999,0.03135209019897678,-2.0503950229214385,-0.8000800187227434,
50,5,0.1,8,0.35,0.8572333932217702,,0.02580128430005002,-1.7944930994776398
50,5,0.1,8,0.39999999999999997,0.6666163404009653,,-0.16481576852075486,-17.05079256736204
50,5,0.1,8,0.44999999999999996,0.5114512451052521,-35.59112263507807,-0.31998086381646806,
50,5,0.1,8,0.49999999999999994,0.3267680417164671,-33.22254009836614,-0.504664067205253,
50,5,0.1,8,0.5499999999999999,0.318509476383675,-21.97769169514433,-0.5129226325380452,
50,5,0.1,8,0.5999999999999999,-0.015723320712645816,-16.6285502643996,-0.847155429634366,
50,5,0.1,8,0.6499999999999999,0.016838433208237857,-2.050395022921445,-0.8145936757134823,
50,5,0.1,9,0.35,0.8329249780014795,,0.001492869079759318,-1.083504576872782
50,5,0.1,9,0.39999999999999997,0.7861414950167982,,-0.04529061390492195,-6.92362769436708
50,5,0.1,9,0.44999999999999996,0.5354225795462506,,-0.29600952937546954,-34.91560824449788
50,5,0.1,9,0.49999999999999994,0.3796365727273199,-23.604127311548833,-0.45179553619440027,
50,5,0.1,9,0.5499999999999999,0.4250169288983413,-15.701431786139358,-0.40641518002337884,
50,5,0.1,9,0.5999999999999999,0.11751118672846383,-12.23884066716594,-0.7139209221932563,
50,5,0.1,9,0.6499999999999999,-0.0099811939590988,-4.124476944715139,-0.841413302880819,
50,5,0.1,10,0.35,0.8646163788875817,,0.033184269965861546,-2.7314864250822413
50,5,0.1,10,0.39999999999999997,0.7280141602695755,,-0.1034179486521446,-11.636205380970743
50,5,0.1,10,0.44999999999999996,0.5195569980408351,-34.514766617910226,-0.31187511088088504,
50,5,0.1,10,0.49999999999999994,0.5136227310308478,-20.755373982372458,-0.3178093778908724,
50,5,0.1,10,0.5499999999999999,0.34688026953752427,-18.044419104144364,-0.4845518393841959,
50,5,0.1,10,0.5999999999999999,0.12237186305788705,-6.461485243423393,-0.7090602458638331,
50,5,0.1,10,0.6499999999999999,0.003012070613321316,-2.0697561462820953,-0.8284200383083988,
50,5,0.1,11,0.35,0.8728049052561302,,0.041372796334410045,-1.0835045768727847
50,5,0.1,11,0.39999999999999997,0.7713936424684746,,-0.06003846645324551,-13.86147419543471
50,5,0.1,11,0.44999999999999996,0.5716569230593961,-26.91755911078691,-0.25977518586232407,
50,5,0.1,11,0.49999999999999994,0.5433510223150589,-22.1839628647835,-0.2880810866066612,
50,5,0.1,11,0.5499999999999999,0.23066888708558309,-12.954804165846403,-0.6007632218361371,
50,5,0.1,11,0.5999999999999999,0.11456531399501635,-6.693094146893301,-0.7168667949267038,
50,5,0.1,11,0.6499999999999999,-0.0045366126408169505,-2.7619943714567152,-0.8359687215625371,
50,5,0.1,12,0.35,0.8215989457475977,,-0.009833163174122417,-0.9822101382570003
50,5,0.1,12,0.39999999999999997,0.8264480318842075,,-0.004984077037512691,-7.62756004882863
50,5,0.1,12,0.44999999999999996,0.6815641714191402,-27.886330152361552,-0.14986793750257998,
50,5,0.1,12,0.49999999999999994,0.5389681195467413,-15.747559043670819,-0.29246398937497886,
50,5,0.1,12,0.5499999999999999,0.4799512809225813,-8.235772547900408,-0.3514808279991388,
50,5,0.1,12,0.5999999999999999,0.32504610816762125,-7.182257230691524,-0.5063860007540989,
50,5,0.1,12,0.6499999999999999,0.04781112085802497,-10.01341936519868,-0.7836209880636952,
50,5,0.1,13,0.35,0.8240804554997374,,-0.00735165342198274,-4.3123134109017585
50,5,0.1,13,0.39999999999999997,0.8096267157642474,,-0.021805393157472763,-9.681259298952435
50,5,0.1,13,0.44999999999999996,0.5132141566166541,-27.116491334697304,-0.318217952305066,
50,5,0.1,13,0.49999999999999994,0.3632265845459587,-22.020082293188636,-0.46820552437576146,
50,5,0.1,13,0.5499999999999999,0.6361029030501169,-13.675020341871166,-0.1953292058716033,
50,5,0.1,13,0.5999999999999999,0.1299170482760228,-12.168807680957459,-0.7015150606456974,
50,5,0.1,13,0.6499999999999999,-0.05239981891701084,-7.528683466704771,-0.883831927838731,
50,5,0.1,14,0.35,0.8327902504738744,,0.0013581415521543017,-2.3990578610955104
50,5,0.1,14,0.39999999999999997,0.7805107390719194,,-0.05092136984980078,-6.964817327424222
50,5,0.1,14,0.44999999999999996,0.7534231058099656,-25.969772257555764,-0.07800900311175452,
50,5,0.1,14,0.49999999999999994,0.4361316440698063,-25.798093840271534,-0.39530046485191384,
50,5,0.1,14,0.5499999999999999,0.6049938640219272,-8.754418175684432,-0.22643824489979292,
50,5,0.1,14,0.5999999999999999,0.10844796215188812,-14.211077260332514,-0.722984146769832,
50,5,0.1,14,0.6499999999999999,-0.11989189347487406,-12.748989431721606,-0.9513240023965942,
50,5,0.1,15,0.35,0.8246213042534721,,-0.006810804668248016,-2.0086200420595834
50,5,0.1,15,0.39999999999999997,0.8749219027388562,,0.043489793817136024,-6.462649743291466
