n_estimators,num_leaves,learning_rate,k,threshold,accuracy,precision_1,recall_1,profit_1,max_drawdown_1,precision_0,recall_0,profit_0,max_drawdown_0
50,5,0.1,4,0.49999999999999994,0.5269216133942162,0.5374815361890695,0.5411786577430749,0.2911128926388673,-11.846253724208008,0.5156985871271585,0.5119812974868498,-0.35217476924969837,-38.83528127535719
50,5,0.1,4,0.5499999999999999,0.5046613394216134,0.5635155096011817,0.14184792712400074,0.054415680197039684,-12.690105806128647,0.4959598165538327,0.8848626534190532,-0.4861942352805395,-51.83322720016021
50,5,0.1,4,0.5999999999999999,0.4927701674277017,0.6,0.026213050752928055,-0.0070069599797495385,-6.8249788638482185,0.49031818624112095,0.9816871225404247,-0.5233788081793436,-56.48434446471231
50,5,0.1,4,0.6499999999999999,0.488679604261796,0.5625,0.0033463469046291134,0.027370473551999952,-1.7392850377912572,0.4884541984732824,0.9972725501655951,-0.509549290366788,-54.98265301274186
50,5,0.1,5,0.35,0.5115106544901066,0.5116279069767442,0.9979550102249489,0.8742390304968783,-19.703536802365626,0.45,0.0017533606078316774,-0.019913788395451548,-2.5565589225595176
50,5,0.1,5,0.39999999999999997,0.5139840182648402,0.5132068088436705,0.9752742145380182,0.8390299949473752,-18.426146510476155,0.5413793103448276,0.030586401714397037,-0.0409892548694335,-7.44356175395792
50,5,0.1,5,0.44999999999999996,0.5227359208523592,0.521304143126177,0.8233872467001301,0.5844756023065523,-16.43889791034432,0.5287698412698413,0.20767582310539645,-0.18761359371517228,-22.36760162227442
50,5,0.1,5,0.49999999999999994,0.530441400304414,0.5414716345253697,0.5376464026770775,0.40241849120966244,-11.788574609290503,0.5190485399342487,0.5228910968244691,-0.29617164340912205,-33.684517150793184
50,5,0.1,5,0.5499999999999999,0.5038051750380518,0.5616024187452758,0.13812976389663506,0.010983912442337207,-14.216775970736485,0.49548373054739364,0.8870056497175142,-0.5072514078714696,-53.82286032003658
50,5,0.1,5,0.5999999999999999,0.4931506849315068,0.5927272727272728,0.030303030303030304,-0.00441337634125516,-8.084768414994365,0.49047572531014944,0.9781804013247614,-0.5219143904467507,-56.24005525363436
50,5,0.1,5,0.6499999999999999,0.4887747336377473,0.6923076923076923,0.0016731734523145567,0.013219104891295519,-0.7878846562099029,0.48852271644918566,0.9992207286187414,-0.5164987438462206,-54.96597630397621
50,5,0.1,6,0.35,0.5116057838660578,0.511714640910395,0.994794571481688,0.8557768651079516,-19.320772492890498,0.4909090909090909,0.005260081823495032,-0.02989820740987481,-3.983152420026768
50,5,0.1,6,0.39999999999999997,0.5147450532724506,0.5135240319128235,0.9812232757018033,0.9479588920004096,-18.936960771464623,0.5683760683760684,0.0259107734268459,0.01644918529136641,-4.869067434161057
50,5,0.1,6,0.44999999999999996,0.5225456621004566,0.5214336746844487,0.814091838631716,0.5651533756306912,-14.939773689794263,0.5269631031220435,0.21702707968049872,-0.19820105403027388,-25.30856509600698
50,5,0.1,6,0.49999999999999994,0.5276826484018264,0.5382483370288248,0.5415504740658115,0.32828684585434975,-12.69293685951024,0.5164705882352941,0.5131502045587376,-0.33315187717722405,-38.44758926205461
50,5,0.1,6,0.5499999999999999,0.5019977168949772,0.5605042016806723,0.12400074363264547,0.0036934863940878415,-15.211341885803147,0.4945290710148037,0.898110266900448,-0.5114686831058728,-54.598519832506156
50,5,0.1,6,0.5999999999999999,0.4938165905631659,0.6115384615384616,0.029559397657557166,-0.003922030577570124,-8.724108323260355,0.4908310573546625,0.9803233976232223,-0.5218777532300034,-56.35984185595001
50,5,0.1,6,0.6499999999999999,0.4889649923896499,0.7333333333333333,0.002044989775051125,0.03233940428551385,-0.7878846562099029,0.4886157949890445,0.9992207286187414,-0.5072573324523253,-54.77227944677693
50,5,0.1,7,0.35,0.5118911719939118,0.5118275467378863,0.9975831939022123,0.8798305630714811,-19.50632966678238,0.5357142857142857,0.0029222676797194622,-0.016989996609334757,-2.8610310229055163
50,5,0.1,7,0.39999999999999997,0.513603500761035,0.512962962962963,0.9784346532812791,0.8722902126369261,-18.685466067436053,0.5396825396825397,0.026495226962789793,-0.022977977976274766,-5.46945822607134
50,5,0.1,7,0.44999999999999996,0.5244482496194824,0.5225118483412322,0.8198549916341328,0.5164279010901451,-16.388479990691465,0.5323359073359073,0.2148840833820378,-0.22315776544522092,-27.30660683343671
50,5,0.1,7,0.49999999999999994,0.5286339421613394,0.5408320493066255,0.5220301171221416,0.4663691505452223,-11.385626494123148,0.5167293233082707,0.5355542567699201,-0.2648843091490751,-31.468153475992107
50,5,0.1,7,0.5499999999999999,0.5012366818873668,0.5566666666666666,0.12418665179401375,-0.026899516320979422,-15.727293135542379,0.49409364261168387,0.8963569062926164,-0.5261056798587205,-56.125868126124
50,5,0.1,7,0.5999999999999999,0.4937214611872146,0.6338028169014085,0.02509760178471835,0.05020430679989074,-4.774089639266591,0.4908243518788232,0.9848042080654588,-0.4977425595479159,-53.11565262304047
50,5,0.1,7,0.6499999999999999,0.4889649923896499,0.6,0.0039040713887339654,0.003918967954578578,-3.818861242399375,0.48859406318602655,0.9972725501655951,-0.5206279102545279,-55.194225785977785
50,5,0.1,8,0.35,0.5118911719939118,0.5118365788468882,0.9968395612567392,0.8876889932886465,-19.597946964032005,0.5277777777777778,0.0037015390609779855,-0.012863786896364582,-2.3598967536592106
50,5,0.1,8,0.39999999999999997,0.5127473363774734,0.5124890659928079,0.9802937348949619,0.8676207986900439,-18.77194095324248,0.5246636771300448,0.022793687901811806,-0.02504056814691613,-5.510348148481825
50,5,0.1,8,0.44999999999999996,0.521404109589041,0.5198948090555683,0.8453244097415876,0.5556980745710818,-17.451027856586993,0.5288788221970555,0.1819598675238652,-0.2006416183263321,-23.133628096193775
50,5,0.1,8,0.49999999999999994,0.5264459665144596,0.5384467881112176,0.5220301171221416,0.3176388696095902,-12.692936859510215,0.5146309231640551,0.5310734463276836,-0.33843036248699965,-39.43919471712978
50,5,0.1,8,0.5499999999999999,0.508751902587519,0.5732788002726653,0.1563487637107269,0.05382123084491175,-11.906087791687506,0.4982863460475401,0.8780440288330411,-0.4854602656914715,-53.19468613936091
50,5,0.1,8,0.5999999999999999,0.494482496194825,0.6072607260726073,0.03420710169176427,-0.028131398486150427,-9.462414634726189,0.4911352727985111,0.976816676407559,-0.5321177135870613,-56.842698884502205
50,5,0.1,8,0.6499999999999999,0.4888698630136986,0.5833333333333334,0.0039040713887339654,0.0010899324017432654,-3.8188612423993775,0.488545246277205,0.9970777323202805,-0.521983068973178,-55.32088926278606
50,5,0.1,9,0.35,0.5122716894977168,0.5120229007633588,0.9975831939022123,0.9007497804333628,-19.49566173559458,0.59375,0.0037015390609779855,-0.0060432153334398775,-2.250387931944275
50,5,0.1,9,0.39999999999999997,0.5140791476407914,0.5132466516766058,0.9760178471834914,0.9108056554367043,-18.361653453147305,0.5441696113074205,0.030001948178453145,-0.002843643077452329,-5.232939184389667
50,5,0.1,9,0.44999999999999996,0.5224505327245054,0.5205589279578513,0.8449525934188511,0.6134583402252485,-15.942568150155559,0.5317237507018528,0.18449249951295538,-0.17137882267790838,-21.928762229854293
